t,Z,Y
0.0,1.5,1.6
0.01,2.675254384025427,0.3066456159745732
0.02,1.9857691137021098,0.7605054478953474
0.03,1.9142482965848844,0.6653493536423618
0.04,1.7257442826030263,0.6943285379657314
0.05,1.606160295975173,0.673238096333282
0.060000000000000005,1.4789831749773024,0.6716991877336354
0.07,1.3693238246632364,0.6653602205499709
0.08,1.2669096294795958,0.6627420332672878
0.09,1.1725545208189845,0.6623061789799395
0.09999999999999999,1.0843297671588892,0.6651754805581362
0.10999999999999999,1.0009047551880965,0.67206751581304
0.11999999999999998,0.9209072662681412,0.6838745292141857
0.12999999999999998,0.8429889409334864,0.7016021279220264
0.13999999999999999,0.7658740883391983,0.7263180864229658
0.15,0.6885522473559127,0.7589525185723316
0.16,0.6107323969646733,0.7998171442279797
0.17,0.533582907425268,0.8477933940709176
0.18000000000000002,0.4602998839334893,0.8996181268201695
0.19000000000000003,0.3954078825621345,0.9503801397981754
0.20000000000000004,0.34246893731378436,0.9956782967903121
0.21000000000000005,0.30223972842389213,1.0335606119488259
0.22000000000000006,0.27307983240752975,1.064396535122799
0.23000000000000007,0.2524828952477427,1.089585489041833
0.24000000000000007,0.2381219321283003,1.1105981626365011
0.25000000000000006,0.2281835596334283,1.128624341918543
0.26000000000000006,0.2213519979684153,1.1445375476202133
0.2700000000000001,0.21669879665600986,1.1589555491357773
0.2800000000000001,0.21357475328367623,1.17230971284251
0.2900000000000001,0.2115264962631347,1.184900494534684
0.3000000000000001,0.2102368694037283,1.1969374717677768
0.3100000000000001,0.2094834301641004,1.2085672240670318
0.3200000000000001,0.20910975405406157,1.2198925571606605
0.3300000000000001,0.20900557871815933,1.2309857570911567
0.34000000000000014,0.20909301867238006,1.24189775926512
0.35000000000000014,0.20931695778469536,1.2526645182855667
0.36000000000000015,0.2096383295082804,1.2633114507835121
0.37000000000000016,0.21002940253727315,1.2738565448036914
0.38000000000000017,0.21047046496896335,1.284312542118274
0.3900000000000002,0.21094748714054842,1.2946884734497925
0.4000000000000002,0.2114504712960742,1.304990740580212
0.4100000000000002,0.21197228439264532,1.3152238803540335
0.4200000000000002,0.21250783142300098,1.3253911048844134
0.4300000000000002,0.21305346913312076,1.3354946840319935
0.4400000000000002,0.21360658970183224,1.3455362165499698
0.45000000000000023,0.21416532474714514,1.3555168225344736
0.46000000000000024,0.21472833462715243,1.3654372801797519
