t,Z,Y
0.0,1.5,1.6
0.01,2.6745243840254265,0.3066456159745732
0.02,1.9844187173347116,0.7604688442627453
0.03,1.9123275259681936,0.6652881638957922
0.04,1.7233372444045703,0.694215692862596
0.05,1.6032663009969115,0.6731229118297977
0.060000000000000005,1.4756767373568702,0.6715558453701478
0.07,1.3655900209338891,0.6652448880574419
0.08,1.2627691844732518,0.6626767224246902
0.09,1.1679828438552546,0.6623561445953622
0.09999999999999999,1.0792917492851049,0.6654189547799865
0.10999999999999999,0.9953370643808548,0.6726144647557261
0.11999999999999998,0.9147174879902841,0.6848703347082112
0.12999999999999998,0.8360542240616784,0.7032318498377885
0.13999999999999999,0.7580521134104136,0.7287985380828855
0.15,0.6797233406723141,0.7624920994799437
0.16,0.6008998893279986,0.8045132167570278
0.17,0.5230283349527599,0.8534647821994668
0.18000000000000002,0.449669692365839,0.9056905912911117
0.19000000000000003,0.38551616420282997,0.9560471502175368
0.20000000000000004,0.3338809660046206,1.000300731995463
0.21000000000000005,0.2950711506015091,1.0368924507981125
0.22000000000000006,0.2671408392917642,1.0664856470477067
0.23000000000000007,0.2474912046692569,1.0905911977410374
0.24000000000000007,0.2338180185782339,1.1106852633651347
0.25000000000000006,0.2243637152159514,1.1279277648695938
0.26000000000000006,0.2178663974996361,1.143158711064314
0.2700000000000001,0.2134402673918589,1.1569682014221276
0.2800000000000001,0.21046750091458852,1.169766941160212
0.2900000000000001,0.20851712094195227,1.1818405710413895
0.3000000000000001,0.2072877527466281,1.1933882271425185
0.3100000000000001,0.20656802154438308,1.2045491830701007
0.3200000000000001,0.20620925557653172,1.2154211468835139
0.3300000000000001,0.2061066261237451,1.2260728507786474
0.34000000000000014,0.2061860614484397,1.2365527528415783
0.35000000000000014,0.2063951273667907,1.2468950807783834
0.36000000000000015,0.20669664755978226,1.2571240478487127
0.37000000000000016,0.20706422616213951,1.2672568044903771
0.38000000000000017,0.20747909713851137,1.2773055108977913
0.3900000000000002,0.20792790248493276,1.2872787958375187
0.4000000000000002,0.2084011225933178,1.2971827854806404
0.4100000000000002,0.20889196562043622,1.3070218301941903
0.4200000000000002,0.2093955805468082,1.3167990187057748
0.4300000000000002,0.20990849887918991,1.3265165423187122
0.4400000000000002,0.2104282380916824,1.3361759532183006
0.45000000000000023,0.21095301962628382,1.3457783478745309
0.46000000000000024,0.21148156813341806,1.3553244974047682
0.47000000000000025,0.21201296838976516,1.3648149403350793
0.48000000000000026,0.21254656321018756,1.3742500486756803
0.49000000000000027,0.2130818805279492,1.3836300750369
0.5000000000000002,0.21361858125136274,1.3929551862606915
0.5100000000000002,0.2141564219354114,1.4022254874515065
0.5200000000000002,0.2146952280289266,1.4114410391644503
0.5300000000000002,0.21523487467931493,1.4206018697111693
0.5400000000000003,0.2157752729440644,1.4297079839784883
0.5500000000000003,0.21631635987465425,1.438759369753492
0.5600000000000003,0.21685809137705672,1.447756002263624
0.5700000000000003,0.2174004370653795,1.4566978474375956
0.5800000000000003,0.2179433765479062,1.465584864248531
0.5900000000000003,0.2184868967437464,1.4744170063979
0.6000000000000003,0.21903098994188194,1.4831942235253899
0.6100000000000003,0.21957565239562998,1.4919164620774537
0.6200000000000003,0.2201208833037146,1.500583665929806
0.6300000000000003,0.2206666840708353,1.5091957768323139
0.6400000000000003,0.22121305777054606,1.5177527347255195
0.6500000000000004,0.22176000875475652,1.5262544779642544
0.6600000000000004,0.2223075423696315,1.5347009434739038
0.6700000000000004,0.22285566474879925,1.543092066857773
0.6800000000000004,0.22340438266280654,1.5514277824688858
0.6900000000000004,0.22395370340955298,1.5597080234558587
0.7000000000000004,0.2245036347346232,1.5679327217898331
0.7100000000000004,0.22505418477346528,1.5761018082775287
0.7200000000000004,0.22560536200955708,1.5842152125640903
0.7300000000000004,0.226157175244294,1.5922728631283976
0.7400000000000004,0.22670963357548649,1.6002746872727756
0.7500000000000004,0.22726274638219596,1.6082206111085173
0.7600000000000005,0.22781652331424881,1.6161105595382448
0.7700000000000005,0.22837097428521402,1.6239444562358547
0.7800000000000005,0.22892610946795486,1.6317222236245925
0.7900000000000005,0.22948193929210275,1.6394437828536492
0.8000000000000005,0.23003847444297548,1.6471090537735662
0.8100000000000005,0.23059572586158836,1.6547179549106559
0.8200000000000005,0.2311537047455017,1.6622704034405837
0.8300000000000005,0.23171242255031532,1.6697663151612199
0.8400000000000005,0.2322718909916718,1.6772056044648318
0.8500000000000005,0.23283212204766757,1.6845881843096688
0.8600000000000005,0.23339312796159795,1.6919139661909717
0.8700000000000006,0.23395492124498263,1.6991828601114272
0.8800000000000006,0.2345175146808334,1.7063947745510781
0.8900000000000006,0.23508092132713665,1.7135496164366915
0.9000000000000006,0.2356451545205316,1.7206472911105828
0.9100000000000006,0.23621022788017176,1.7276877022988895
0.9200000000000006,0.2367761553117611,1.734670752079283
0.9300000000000006,0.23734295101176053,1.7415963408481074
0.9400000000000006,0.23791062947176247,1.7484643672869296
0.9500000000000006,0.23847920548303364,1.7552747283284822
0.9600000000000006,0.2390486941412276,1.7620273191219848
0.9700000000000006,0.2396191108512698,1.76872203299782
0.9800000000000006,0.24019047133241894,1.7753587614315438
0.9900000000000007,0.24076279162350891,1.7819373940072119
1.0000000000000007,0.24133608808837714,1.7884578183799928
1.0100000000000007,0.2419103774214843,1.794919920238048
1.0200000000000007,0.24248567665373233,1.8013235832636514
1.0300000000000007,0.24306200315848708,1.8076686890935234
1.0400000000000007,0.24363937465781277,1.813955117278349
1.0500000000000007,0.244217809228926,1.8201827452414545
1.0600000000000007,0.2447973253108769,1.826351448236611
1.0700000000000007,0.24537794171146612,1.8324610993049342
1.0800000000000007,0.2459596776144062,1.8385115692308474
1.0900000000000007,0.24654255258673644,1.8445027264970766
1.1000000000000008,0.2471265865865008,1.8504344372386385
1.1100000000000008,0.2477117999706993,1.85630656519579
1.1200000000000008,0.2482982135035228,1.8621189716658966
1.1300000000000008,0.24888584836488256,1.8678715154541845
1.1400000000000008,0.2494747261592461,1.8735640528233328
1.1500000000000008,0.2500648689247911,1.8791964374418633
1.1600000000000008,0.25065629914289056,1.8847685203312847
1.1700000000000008,0.2512490397479419,1.8902801498119444
1.1800000000000008,0.25184311413755445,1.8957311714475376
1.1900000000000008,0.2524385461831096,1.901121427988227
1.2000000000000008,0.2530353602407094,1.9064507593123161
1.2100000000000009,0.2536335811625289,1.9117190023664257
1.2200000000000009,0.2542332343085909,1.9169259911041108
1.2300000000000009,0.25483434555897927,1.9220715564228632
1.2400000000000009,0.2554369413265105,1.927155526099434
1.2500000000000009,0.25604104856988386,1.9321777247234095
1.260000000000001,0.2566466948073298,1.937137973628975
1.270000000000001,0.2572539081307806,1.9420360908247913
1.280000000000001,0.25786271722058435,1.9468718909219096
1.290000000000001,0.25847315136078947,1.9516451850596461
1.300000000000001,0.2590852404550235,1.956355780829333
1.310000000000001,0.25969901504299553,1.9610034821958586
1.320000000000001,0.2603145063176506,1.965588089416904
1.330000000000001,0.26093174614300724,1.9701093989597822
1.340000000000001,0.26155076707271124,1.9745672034157775
1.350000000000001,0.2621716023693399,1.9789612914118777
1.360000000000001,0.2627942860244943,1.9832914475197894
1.370000000000001,0.2634188527797184,1.9875574521621158
1.380000000000001,0.264045338148287,1.9917590815155752
