t,Z,Y
0.0,1.5,1.6
0.01,2.662114384025427,0.3066456159745732
0.02,1.9614656755859972,0.7598428860114603
0.03,1.879673971276146,0.6642480227627116
0.04,1.6824308399415417,0.6922837569697013
0.05,1.5540393714499818,0.6711921414671069
0.060000000000000005,1.4193861360595887,0.6692014397125017
0.07,1.3018852455257193,0.6635237166404123
0.08,1.1918751088175341,0.6621053287960255
0.09,1.0892870619675765,0.6642658647642296
0.09999999999999999,0.9918854985456538,0.6714987219893945
0.10999999999999999,0.897719295402094,0.685236375278389
0.11999999999999998,0.8047960332301419,0.7071477079101317
0.12999999999999998,0.7113386745584083,0.7388854632588512
0.13999999999999999,0.6165157891971565,0.7813344811642621
0.15,0.5218952292743084,0.8330634621673946
0.16,0.4327492023375567,0.8887799661767154
0.17,0.3564354302265538,0.9405788180539626
0.18000000000000002,0.2974295997665588,0.9827011054913022
0.19000000000000003,0.2549069534043883,1.0142407918768168
0.20000000000000004,0.22520003101582686,1.0372170189249394
0.21000000000000005,0.20457669433643086,1.0540803525027527
0.22000000000000006,0.19020306797511743,1.066756309430423
0.23000000000000007,0.18012082113791003,1.0765782494701188
0.24000000000000007,0.17300813450428584,1.084438853989952
0.25000000000000006,0.16797058269179427,1.090935592352015
0.26000000000000006,0.16439632400638715,1.0964727927682427
0.2700000000000001,0.1618616555202533,1.1013278288537378
0.2800000000000001,0.1600698915125067,1.1056934273094592
0.2900000000000001,0.1588113764327074,1.1097049532380079
0.3000000000000001,0.15793688262973055,1.113458309397714
0.3100000000000001,0.15733960401416447,1.117021899750307
0.3200000000000001,0.15694277689179817,1.120444766471257
0.3300000000000001,0.1566910575200557,1.1237622081538197
0.34000000000000014,0.15654445294536745,1.1269997069765023
0.35000000000000014,0.1564740138840418,1.130175700743291
0.36000000000000015,0.15645875884858346,1.1333035543903454
0.37000000000000016,0.15648346713754002,1.1363929702165305
0.38000000000000017,0.15653708965150653,1.13945100098881
0.3900000000000002,0.15661160158031176,1.142482780094854
0.4000000000000002,0.15670117249519439,1.1454920490219402
0.4100000000000002,0.15680156517893548,1.1484815390886798
0.4200000000000002,0.15690969969172186,1.1514532480579998
0.4300000000000002,0.15702333701131715,1.1544086407692322
0.4400000000000002,0.15714084931706115,1.1573487947623564
0.45000000000000023,0.15726105311649471,1.1602745060312167
0.46000000000000024,0.15738308798396072,1.1631863658521013
0.47000000000000025,0.15750632842236473,1.1660848166153013
0.48000000000000026,0.15763031978822856,1.168970192407201
0.49000000000000027,0.15775473170340115,1.1718427485132055
0.5000000000000002,0.15787932417709147,1.1747026828691751
0.5100000000000002,0.15800392296812274,1.1775501516604348
0.5200000000000002,0.1581284016656259,1.1803852806661193
0.5300000000000002,0.15825266865516857,1.183208173510014
0.5400000000000003,0.1583766576377502,1.1860189176619154
0.5500000000000003,0.15850032073277756,1.188817588803113
0.5600000000000003,0.15862362346048894,1.1916042540021239
0.5700000000000003,0.1587465410914757,1.1943789740250883
0.5800000000000003,0.15886905599067988,1.1971418050167366
0.5900000000000003,0.1589911556848504,1.199892799723498
0.6000000000000003,0.15911283145632746,1.202632008383536
0.6100000000000003,0.15923407731975958,1.205359479374471
0.6200000000000003,0.15935488927743996,1.2080752596848148
0.6300000000000003,0.15947526477737453,1.2107793952571362
0.6400000000000003,0.15959520231887167,1.2134719312379016
0.6500000000000004,0.15971470116548395,1.2161529121594021
0.6600000000000004,0.15983376113607486,1.2188223820722628
0.6700000000000004,0.15995238245274315,1.221480384641987
0.6800000000000004,0.16007056563012936,1.2241269632193266
0.6900000000000004,0.16018831139484246,1.2267621608916006
